"P_star","Q_star","P_true","Q_true","P_perp","Q_perp"
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,5
5,5,3,2,3,5
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
5,5,3,2,3,4
5,5,3,2,4,5
5,5,3,2,4,5
